register,use_case,configuration,fault_model,successes,total_simulations,success_rate_percent
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[19],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[1],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[20],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[21],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[22],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[23],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[24],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[25],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[26],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[27],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[28],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[29],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[2],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[30],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[31],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[3],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[4],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[5],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[6],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[7],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[8],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/registers_i_tag/rf_reg[9],secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_dest_addr_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg,1,16,6.250000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/store_source_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/use_store_ops_ex_o,secretFunction,Baseline,multi_bitflip_reg,1,16,6.250000
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_id_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/if_stage_i/pc_if_o_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_type_q_tag,secretFunction,Baseline,multi_bitflip_reg,0,32,0.000000
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/data_we_q_tag,secretFunction,Baseline,multi_bitflip_reg,0,16,0.000000
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_offset_q_tag,secretFunction,Baseline,multi_bitflip_reg,0,32,0.000000
/tb/top_i/core_region_i/RISCV_CORE/load_store_unit_i/rdata_q_tag,secretFunction,Baseline,multi_bitflip_reg,0,128,0.000000
/tb/top_i/core_region_i/RISCV_CORE/ex_stage_i/rs1_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,26,2464,1.055195
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operand_a_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,165,2464,6.696429
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operand_b_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,165,2464,6.696429
/tb/top_i/core_region_i/RISCV_CORE/id_stage_i/alu_operand_c_ex_o_tag,secretFunction,Baseline,multi_bitflip_reg_multi,28,2464,1.136364
